rep,seed,true_theta1,true_theta2,true_t_star,detected,first_detection_day,first_detection_tau,detection_delay,false_alarm,tau_error,abs_tau_error,tau_within_tolerance,sim_elapsed_seconds,detection_elapsed_seconds,total_elapsed_seconds
236,2261,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
237,2262,0.1,0.15,15,true,60,54,45,false,39,39,false,,,
238,2263,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
239,2264,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
240,2265,0.1,0.15,15,true,30,21,15,false,6,6,false,,,
241,2266,0.1,0.15,15,true,50,42,35,false,27,27,false,,,
242,2267,0.1,0.15,15,true,50,41,35,false,26,26,false,,,
243,2268,0.1,0.15,15,false,,,,false,,,,,,
244,2269,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
245,2270,0.1,0.15,15,true,30,20,15,false,5,5,false,,,
246,2271,0.1,0.15,15,true,30,20,15,false,5,5,false,,,
247,2272,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
248,2273,0.1,0.15,15,false,,,,false,,,,,,
249,2274,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
250,2275,0.1,0.15,15,false,,,,false,,,,,,
251,2276,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
252,2277,0.1,0.15,15,true,60,52,45,false,37,37,false,,,
253,2278,0.1,0.15,15,false,,,,false,,,,,,
254,2279,0.1,0.15,15,false,,,,false,,,,,,
255,2280,0.1,0.15,15,false,,,,false,,,,,,
256,2281,0.1,0.15,15,true,50,42,35,false,27,27,false,,,
257,2282,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
258,2283,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
259,2284,0.1,0.15,15,true,50,42,35,false,27,27,false,,,
260,2285,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
261,2286,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
262,2287,0.1,0.15,15,false,,,,false,,,,,,
263,2288,0.1,0.15,15,true,30,21,15,false,6,6,false,,,
264,2289,0.1,0.15,15,true,50,44,35,false,29,29,false,,,
265,2290,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
266,2291,0.1,0.15,15,true,50,42,35,false,27,27,false,,,
267,2292,0.1,0.15,15,true,60,53,45,false,38,38,false,,,
268,2293,0.1,0.15,15,true,50,43,35,false,28,28,false,,,
269,2294,0.1,0.15,15,true,40,32,25,false,17,17,false,,,
270,2295,0.1,0.15,15,false,,,,false,,,,,,
271,2296,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
272,2297,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
273,2298,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
274,2299,0.1,0.15,15,false,,,,false,,,,,,
275,2300,0.1,0.15,15,true,30,23,15,false,8,8,false,,,
276,2301,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
277,2302,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
278,2303,0.1,0.15,15,true,30,18,15,false,3,3,true,,,
279,2304,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
280,2305,0.1,0.15,15,true,40,31,25,false,16,16,false,,,
281,2306,0.1,0.15,15,true,60,49,45,false,34,34,false,,,
282,2307,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
283,2308,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
284,2309,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
285,2310,0.1,0.15,15,true,40,28,25,false,13,13,false,,,
286,2311,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
287,2312,0.1,0.15,15,true,20,12,5,false,-3,3,true,,,
288,2313,0.1,0.15,15,false,,,,false,,,,,,
289,2314,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
290,2315,0.1,0.15,15,true,60,50,45,false,35,35,false,,,
291,2316,0.1,0.15,15,true,60,47,45,false,32,32,false,,,
292,2317,0.1,0.15,15,false,,,,false,,,,,,
293,2318,0.1,0.15,15,true,50,35,35,false,20,20,false,,,
294,2319,0.1,0.15,15,false,,,,false,,,,,,
295,2320,0.1,0.15,15,true,60,52,45,false,37,37,false,,,
296,2321,0.1,0.15,15,true,30,19,15,false,4,4,false,,,
297,2322,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
298,2323,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
299,2324,0.1,0.15,15,false,,,,false,,,,,,
300,2325,0.1,0.15,15,false,,,,false,,,,,,
301,2326,0.1,0.15,15,false,,,,false,,,,,,
302,2327,0.1,0.15,15,true,40,30,25,false,15,15,false,,,
303,2328,0.1,0.15,15,false,,,,false,,,,,,
304,2329,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
305,2330,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
306,2331,0.1,0.15,15,false,,,,false,,,,,,
307,2332,0.1,0.15,15,true,30,21,15,false,6,6,false,,,
308,2333,0.1,0.15,15,true,30,19,15,false,4,4,false,,,
309,2334,0.1,0.15,15,false,,,,false,,,,,,
310,2335,0.1,0.15,15,false,,,,false,,,,,,
311,2336,0.1,0.15,15,false,,,,false,,,,,,
312,2337,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
313,2338,0.1,0.15,15,true,30,21,15,false,6,6,false,,,
314,2339,0.1,0.15,15,true,20,11,5,false,-4,4,false,,,
315,2340,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
316,2341,0.1,0.15,15,true,20,12,5,false,-3,3,true,,,
317,2342,0.1,0.15,15,true,60,46,45,false,31,31,false,,,
318,2343,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
319,2344,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
320,2345,0.1,0.15,15,true,30,19,15,false,4,4,false,,,
321,2346,0.1,0.15,15,true,50,44,35,false,29,29,false,,,
322,2347,0.1,0.15,15,true,30,20,15,false,5,5,false,,,
323,2348,0.1,0.15,15,false,,,,false,,,,,,
324,2349,0.1,0.15,15,true,60,52,45,false,37,37,false,,,
325,2350,0.1,0.15,15,true,50,41,35,false,26,26,false,,,
326,2351,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
327,2352,0.1,0.15,15,true,60,52,45,false,37,37,false,,,
328,2353,0.1,0.15,15,true,50,43,35,false,28,28,false,,,
329,2354,0.1,0.15,15,true,60,47,45,false,32,32,false,,,
330,2355,0.1,0.15,15,false,,,,false,,,,,,
331,2356,0.1,0.15,15,true,60,50,45,false,35,35,false,,,
332,2357,0.1,0.15,15,false,,,,false,,,,,,
333,2358,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
334,2359,0.1,0.15,15,true,60,51,45,false,36,36,false,,,
335,2360,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
336,2361,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
337,2362,0.1,0.15,15,true,50,37,35,false,22,22,false,,,
338,2363,0.1,0.15,15,true,40,24,25,false,9,9,false,,,
339,2364,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
340,2365,0.1,0.15,15,false,,,,false,,,,,,
341,2366,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
342,2367,0.1,0.15,15,true,40,31,25,false,16,16,false,,,
343,2368,0.1,0.15,15,true,60,44,45,false,29,29,false,,,
344,2369,0.1,0.15,15,true,30,16,15,false,1,1,true,,,
345,2370,0.1,0.15,15,false,,,,false,,,,,,
346,2371,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
347,2372,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
348,2373,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
349,2374,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
350,2375,0.1,0.15,15,true,40,30,25,false,15,15,false,,,
351,2376,0.1,0.15,15,true,30,21,15,false,6,6,false,,,
352,2377,0.1,0.15,15,true,40,32,25,false,17,17,false,,,
353,2378,0.1,0.15,15,true,30,23,15,false,8,8,false,,,
354,2379,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
355,2380,0.1,0.15,15,false,,,,false,,,,,,
356,2381,0.1,0.15,15,true,40,28,25,false,13,13,false,,,
357,2382,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
358,2383,0.1,0.15,15,true,60,54,45,false,39,39,false,,,
359,2384,0.1,0.15,15,false,,,,false,,,,,,
360,2385,0.1,0.15,15,false,,,,false,,,,,,
361,2386,0.1,0.15,15,true,60,53,45,false,38,38,false,,,
362,2387,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
363,2388,0.1,0.15,15,true,40,34,25,false,19,19,false,,,
364,2389,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
365,2390,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
366,2391,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
367,2392,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
368,2393,0.1,0.15,15,true,50,44,35,false,29,29,false,,,
369,2394,0.1,0.15,15,true,50,40,35,false,25,25,false,,,
370,2395,0.1,0.15,15,true,60,54,45,false,39,39,false,,,
371,2396,0.1,0.15,15,true,30,16,15,false,1,1,true,,,
372,2397,0.1,0.15,15,true,30,19,15,false,4,4,false,,,
373,2398,0.1,0.15,15,false,,,,false,,,,,,
374,2399,0.1,0.15,15,true,20,12,5,false,-3,3,true,,,
375,2400,0.1,0.15,15,true,50,33,35,false,18,18,false,,,
376,2401,0.1,0.15,15,false,,,,false,,,,,,
377,2402,0.1,0.15,15,false,,,,false,,,,,,
378,2403,0.1,0.15,15,true,60,53,45,false,38,38,false,,,
379,2404,0.1,0.15,15,true,50,32,35,false,17,17,false,,,
380,2405,0.1,0.15,15,true,60,53,45,false,38,38,false,,,
381,2406,0.1,0.15,15,true,60,47,45,false,32,32,false,,,
382,2407,0.1,0.15,15,true,50,42,35,false,27,27,false,,,
383,2408,0.1,0.15,15,true,50,43,35,false,28,28,false,,,
384,2409,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
385,2410,0.1,0.15,15,true,50,43,35,false,28,28,false,,,
386,2411,0.1,0.15,15,true,50,32,35,false,17,17,false,,,
387,2412,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
388,2413,0.1,0.15,15,true,40,29,25,false,14,14,false,,,
389,2414,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
390,2415,0.1,0.15,15,true,20,13,5,false,-2,2,true,,,
391,2416,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
392,2417,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
393,2418,0.1,0.15,15,true,60,54,45,false,39,39,false,,,
394,2419,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
395,2420,0.1,0.15,15,true,30,22,15,false,7,7,false,,,
396,2421,0.1,0.15,15,true,20,14,5,false,-1,1,true,,,
397,2422,0.1,0.15,15,true,40,31,25,false,16,16,false,,,
398,2423,0.1,0.15,15,true,30,21,15,false,6,6,false,,,
399,2424,0.1,0.15,15,true,30,17,15,false,2,2,true,,,
400,2425,0.1,0.15,15,false,,,,false,,,,,,
401,2426,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
402,2427,0.1,0.15,15,true,60,53,45,false,38,38,false,,,
403,2428,0.1,0.15,15,false,,,,false,,,,,,
404,2429,0.1,0.15,15,false,,,,false,,,,,,
405,2430,0.1,0.15,15,true,60,43,45,false,28,28,false,,,
406,2431,0.1,0.15,15,true,40,31,25,false,16,16,false,,,
407,2432,0.1,0.15,15,false,,,,false,,,,,,
408,2433,0.1,0.15,15,true,40,33,25,false,18,18,false,,,
409,2434,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
410,2435,0.1,0.15,15,true,50,44,35,false,29,29,false,,,
411,2436,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
412,2437,0.1,0.15,15,true,50,37,35,false,22,22,false,,,
413,2438,0.1,0.15,15,true,50,39,35,false,24,24,false,,,
414,2439,0.1,0.15,15,true,50,44,35,false,29,29,false,,,
415,2440,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
416,2441,0.1,0.15,15,true,60,47,45,false,32,32,false,,,
417,2442,0.1,0.15,15,false,,,,false,,,,,,
418,2443,0.1,0.15,15,true,30,24,15,false,9,9,false,,,
419,2444,0.1,0.15,15,true,50,40,35,false,25,25,false,,,
