analysis_day,n_observations,detected,elapsed_seconds,theta1_median,theta2_median,theta_diff_median,tau_median,tau_map,tau_q025,tau_q975,p_positive_effect,p_tau_near_truth,accepted_rate,rep,seed,true_theta1,true_theta2,true_t_star
40,20,false,,0.1847252462334798,0.30646055047368903,0.11782380398153654,33,37,15.0,39.0,0.7781659388646288,0.27074235807860264,0.24866666666666667,11,2036,0.15,0.25,30
50,25,false,,0.1526072321579764,0.19572897068158374,0.046159246912091,6,4,1.0,22.0,0.6649532710280374,0.008411214953271028,0.242,11,2036,0.15,0.25,30
60,30,true,,0.1861899389464934,0.34518242018986495,0.16620813041557192,47,56,18.0,59.0,0.8525878003696857,0.04528650646950092,0.19066666666666668,11,2036,0.15,0.25,30
20,10,false,,0.13312277226183541,0.24535564688710562,0.12701963418170198,12,16,1.0,19.0,0.697594501718213,0.0,0.318,12,2037,0.15,0.25,30
30,15,false,,0.682937626791468,0.12619659643679285,-0.5704569157513992,2,1,1.0,10.0,0.10335747202106649,0.0,0.154,12,2037,0.15,0.25,30
40,20,false,,0.1794623309722348,0.14741810435974295,-0.04301388552844776,7,3,1.0,33.0,0.39460285132382894,0.03309572301425662,0.23733333333333334,12,2037,0.15,0.25,30
50,25,true,,0.1528359587763775,0.32441769165399426,0.19886242262225493,33,41,5.0,49.0,0.8995169082125604,0.1463768115942029,0.24533333333333332,12,2037,0.15,0.25,30
20,10,false,,0.11782625242591681,0.21753982997200252,0.1065895147527367,13,16,2.0,19.0,0.6953877344145971,0.0,0.3006666666666667,13,2038,0.15,0.25,30
30,15,false,,0.13566430991052686,0.19045078034169532,0.0765286699098921,18,17,1.0,29.0,0.6449237243556023,0.11993687532877433,0.2876666666666667,13,2038,0.15,0.25,30
40,20,false,,0.1436579919346128,0.1735095333837537,0.04447979710835456,24,39,1.0,39.0,0.6137055837563452,0.216243654822335,0.24433333333333335,13,2038,0.15,0.25,30
50,25,true,,0.14785654693760575,0.3095999898884867,0.17036287678172374,33,36,15.0,47.0,0.967420814479638,0.2502262443438914,0.25166666666666665,13,2038,0.15,0.25,30
20,10,false,,0.14800734248965702,0.15278605439241835,0.008822639265167062,13,17,2.0,19.0,0.525440313111546,0.0,0.31133333333333335,14,2039,0.15,0.25,30
30,15,false,,0.16137818720053698,0.14634091855364842,-0.0186774995076478,12,4,1.0,27.0,0.4375903614457831,0.034216867469879515,0.27066666666666667,14,2039,0.15,0.25,30
40,20,false,,0.16118668497141264,0.18027067568757268,0.04533216674439462,13,4,1.0,39.0,0.6435835351089588,0.07796610169491526,0.256,14,2039,0.15,0.25,30
50,25,true,,0.16855842482812106,0.4353333221702592,0.2760154353527384,40,43,13.0,48.0,0.9338071968014215,0.13593958240781875,0.265,14,2039,0.15,0.25,30
20,10,false,,0.15627821137417885,0.1736735368261855,0.02992701009231022,10,16,1.0,19.0,0.5832558139534884,0.0,0.3363333333333333,15,2040,0.15,0.25,30
30,15,false,,0.15042592625071732,0.45604356954348413,0.321940962244879,26,26,6.0,29.0,0.8052340211373931,0.3532964267740312,0.26266666666666666,15,2040,0.15,0.25,30
40,20,false,,0.15766970375974423,0.6398979803785385,0.48695799928150685,36,36,30.0,39.0,0.8568464730290456,0.1779045643153527,0.205,15,2040,0.15,0.25,30
50,25,true,,0.16354869870251226,0.3036448815237603,0.16130861004226038,38,44,7.0,48.0,0.8190004502476362,0.13237280504277352,0.25833333333333336,15,2040,0.15,0.25,30
20,10,false,,0.14303105253492548,0.1777394749978809,0.06583327539910727,10,2,1.0,19.0,0.5936274509803922,0.0,0.31166666666666665,16,2041,0.15,0.25,30
30,15,false,,0.15231049871457236,0.13676916100890885,-0.02386744847306918,8,4,1.0,25.0,0.4298203011170471,0.01651287032540068,0.2956666666666667,16,2041,0.15,0.25,30
40,20,false,,0.15287120021685704,0.1650775739854187,0.01810413379345062,9,3,1.0,32.0,0.5635823849579417,0.10489856506679862,0.25733333333333336,16,2041,0.15,0.25,30
50,25,true,,0.13637449909828978,0.20236186106353304,0.08742696916969453,14,8,1.0,35.0,0.8079501915708812,0.15756704980842912,0.26866666666666666,16,2041,0.15,0.25,30
20,10,false,,0.19804326985480308,0.27995498577784317,0.11438019455574437,14,16,2.0,19.0,0.6805425631431244,0.0,0.31633333333333336,17,2042,0.15,0.25,30
