n_reps,completed_reps,completed,true_theta1,true_theta2,true_t_star,p_effect_threshold,guard_days,analysis_every,min_analysis_day,stop_after_detection,track_timing,tau_tolerance,detection_rate,false_alarm_rate,median_detection_delay,median_abs_tau_error,tau_within_tolerance_rate,started_at,finished_at,total_elapsed_seconds,avg_elapsed_seconds_per_rep
1000,1000,true,0.1,0.15,15,0.7,6,10,20,true,false,3,0.797,0.0,25.0,10.0,0.24215809284818068,2026-08-06T10:02:53.558,2026-08-06T11:27:58.877,5104.454999923706,5.104454999923706
