rep,seed,true_theta1,true_theta2,true_t_star,detected,first_detection_day,first_detection_tau,detection_delay,false_alarm,tau_error,abs_tau_error,tau_within_tolerance,sim_elapsed_seconds,detection_elapsed_seconds,total_elapsed_seconds
63,2088,0.1,0.25,30,true,60,44,30,false,14,14,false,,,
64,2089,0.1,0.25,30,true,50,30,20,false,0,0,true,,,
65,2090,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
66,2091,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
67,2092,0.1,0.25,30,true,60,52,30,false,22,22,false,,,
68,2093,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
69,2094,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
70,2095,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
71,2096,0.1,0.25,30,true,50,37,20,false,7,7,false,,,
72,2097,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
73,2098,0.1,0.25,30,true,30,20,0,false,-10,10,false,,,
74,2099,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
75,2100,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
76,2101,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
77,2102,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
78,2103,0.1,0.25,30,true,60,51,30,false,21,21,false,,,
79,2104,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
80,2105,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
81,2106,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
82,2107,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
83,2108,0.1,0.25,30,true,50,23,20,false,-7,7,false,,,
84,2109,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
85,2110,0.1,0.25,30,true,30,20,0,false,-10,10,false,,,
86,2111,0.1,0.25,30,true,50,29,20,false,-1,1,true,,,
87,2112,0.1,0.25,30,false,,,,false,,,,,,
88,2113,0.1,0.25,30,true,50,18,20,false,-12,12,false,,,
89,2114,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
90,2115,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
91,2116,0.1,0.25,30,true,60,36,30,false,6,6,false,,,
92,2117,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
93,2118,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
94,2119,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
95,2120,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
96,2121,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
97,2122,0.1,0.25,30,true,30,21,0,false,-9,9,false,,,
98,2123,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
99,2124,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
100,2125,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
101,2126,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
102,2127,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
103,2128,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
104,2129,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
105,2130,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
106,2131,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
107,2132,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
108,2133,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
109,2134,0.1,0.25,30,true,50,33,20,false,3,3,true,,,
110,2135,0.1,0.25,30,true,50,44,20,false,14,14,false,,,
111,2136,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
112,2137,0.1,0.25,30,true,60,42,30,false,12,12,false,,,
113,2138,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
114,2139,0.1,0.25,30,true,40,28,10,false,-2,2,true,,,
115,2140,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
116,2141,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
117,2142,0.1,0.25,30,true,30,21,0,false,-9,9,false,,,
118,2143,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
119,2144,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
120,2145,0.1,0.25,30,false,,,,false,,,,,,
121,2146,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
122,2147,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
123,2148,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
124,2149,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
125,2150,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
126,2151,0.1,0.25,30,true,50,27,20,false,-3,3,true,,,
127,2152,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
128,2153,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
129,2154,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
130,2155,0.1,0.25,30,false,,,,false,,,,,,
131,2156,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
132,2157,0.1,0.25,30,true,40,27,10,false,-3,3,true,,,
133,2158,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
134,2159,0.1,0.25,30,true,60,39,30,false,9,9,false,,,
135,2160,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
136,2161,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
137,2162,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
138,2163,0.1,0.25,30,true,40,27,10,false,-3,3,true,,,
139,2164,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
140,2165,0.1,0.25,30,true,40,22,10,false,-8,8,false,,,
141,2166,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
142,2167,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
143,2168,0.1,0.25,30,true,60,52,30,false,22,22,false,,,
144,2169,0.1,0.25,30,true,20,12,-10,true,-18,18,false,,,
145,2170,0.1,0.25,30,true,50,36,20,false,6,6,false,,,
146,2171,0.1,0.25,30,true,40,28,10,false,-2,2,true,,,
147,2172,0.1,0.25,30,true,30,19,0,false,-11,11,false,,,
148,2173,0.1,0.25,30,true,50,36,20,false,6,6,false,,,
149,2174,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
150,2175,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
151,2176,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
152,2177,0.1,0.25,30,true,60,36,30,false,6,6,false,,,
153,2178,0.1,0.25,30,true,60,53,30,false,23,23,false,,,
154,2179,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
155,2180,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
156,2181,0.1,0.25,30,true,50,32,20,false,2,2,true,,,
157,2182,0.1,0.25,30,true,50,25,20,false,-5,5,false,,,
158,2183,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
159,2184,0.1,0.25,30,true,40,26,10,false,-4,4,false,,,
160,2185,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
161,2186,0.1,0.25,30,false,,,,false,,,,,,
162,2187,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
163,2188,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
164,2189,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
165,2190,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
166,2191,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
167,2192,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
168,2193,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
169,2194,0.1,0.25,30,true,60,46,30,false,16,16,false,,,
170,2195,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
171,2196,0.1,0.25,30,true,50,44,20,false,14,14,false,,,
172,2197,0.1,0.25,30,true,50,23,20,false,-7,7,false,,,
173,2198,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
174,2199,0.1,0.25,30,true,50,36,20,false,6,6,false,,,
175,2200,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
176,2201,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
177,2202,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
178,2203,0.1,0.25,30,true,30,13,0,false,-17,17,false,,,
179,2204,0.1,0.25,30,true,50,33,20,false,3,3,true,,,
180,2205,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
181,2206,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
182,2207,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
183,2208,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
184,2209,0.1,0.25,30,true,50,36,20,false,6,6,false,,,
185,2210,0.1,0.25,30,true,40,26,10,false,-4,4,false,,,
186,2211,0.1,0.25,30,false,,,,false,,,,,,
187,2212,0.1,0.25,30,true,50,33,20,false,3,3,true,,,
188,2213,0.1,0.25,30,true,60,44,30,false,14,14,false,,,
189,2214,0.1,0.25,30,false,,,,false,,,,,,
190,2215,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
191,2216,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
192,2217,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
193,2218,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
194,2219,0.1,0.25,30,false,,,,false,,,,,,
195,2220,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
196,2221,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
197,2222,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
198,2223,0.1,0.25,30,true,30,21,0,false,-9,9,false,,,
199,2224,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
200,2225,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
201,2226,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
202,2227,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
203,2228,0.1,0.25,30,true,60,43,30,false,13,13,false,,,
204,2229,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
205,2230,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
206,2231,0.1,0.25,30,true,60,45,30,false,15,15,false,,,
207,2232,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
208,2233,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
209,2234,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
210,2235,0.1,0.25,30,true,50,35,20,false,5,5,false,,,
211,2236,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
212,2237,0.1,0.25,30,true,20,12,-10,true,-18,18,false,,,
213,2238,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
214,2239,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
215,2240,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
216,2241,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
217,2242,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
218,2243,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
219,2244,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
220,2245,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
221,2246,0.1,0.25,30,true,60,47,30,false,17,17,false,,,
222,2247,0.1,0.25,30,true,50,35,20,false,5,5,false,,,
223,2248,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
224,2249,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
225,2250,0.1,0.25,30,true,60,48,30,false,18,18,false,,,
226,2251,0.1,0.25,30,true,50,37,20,false,7,7,false,,,
227,2252,0.1,0.25,30,false,,,,false,,,,,,
228,2253,0.1,0.25,30,true,60,36,30,false,6,6,false,,,
229,2254,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
230,2255,0.1,0.25,30,true,50,27,20,false,-3,3,true,,,
231,2256,0.1,0.25,30,true,50,35,20,false,5,5,false,,,
232,2257,0.1,0.25,30,true,60,51,30,false,21,21,false,,,
233,2258,0.1,0.25,30,true,50,33,20,false,3,3,true,,,
234,2259,0.1,0.25,30,true,50,44,20,false,14,14,false,,,
235,2260,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
236,2261,0.1,0.25,30,true,60,53,30,false,23,23,false,,,
237,2262,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
238,2263,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
239,2264,0.1,0.25,30,true,60,37,30,false,7,7,false,,,
240,2265,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
241,2266,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
242,2267,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
243,2268,0.1,0.25,30,false,,,,false,,,,,,
244,2269,0.1,0.25,30,false,,,,false,,,,,,
245,2270,0.1,0.25,30,true,40,26,10,false,-4,4,false,,,
246,2271,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
247,2272,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
248,2273,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
249,2274,0.1,0.25,30,true,60,33,30,false,3,3,true,,,
250,2275,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
251,2276,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
252,2277,0.1,0.25,30,true,40,25,10,false,-5,5,false,,,
253,2278,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
254,2279,0.1,0.25,30,false,,,,false,,,,,,
255,2280,0.1,0.25,30,false,,,,false,,,,,,
256,2281,0.1,0.25,30,true,60,28,30,false,-2,2,true,,,
257,2282,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
258,2283,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
259,2284,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
260,2285,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
261,2286,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
262,2287,0.1,0.25,30,true,30,20,0,false,-10,10,false,,,
263,2288,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
264,2289,0.1,0.25,30,true,50,35,20,false,5,5,false,,,
265,2290,0.1,0.25,30,true,50,20,20,false,-10,10,false,,,
266,2291,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
267,2292,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
268,2293,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
269,2294,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
270,2295,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
271,2296,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
272,2297,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
273,2298,0.1,0.25,30,true,20,12,-10,true,-18,18,false,,,
274,2299,0.1,0.25,30,true,50,37,20,false,7,7,false,,,
275,2300,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
276,2301,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
277,2302,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
278,2303,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
279,2304,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
280,2305,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
281,2306,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
282,2307,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
283,2308,0.1,0.25,30,false,,,,false,,,,,,
284,2309,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
285,2310,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
286,2311,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
287,2312,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
288,2313,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
289,2314,0.1,0.25,30,false,,,,false,,,,,,
290,2315,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
291,2316,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
292,2317,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
293,2318,0.1,0.25,30,true,20,12,-10,true,-18,18,false,,,
294,2319,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
295,2320,0.1,0.25,30,true,60,36,30,false,6,6,false,,,
296,2321,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
297,2322,0.1,0.25,30,true,50,32,20,false,2,2,true,,,
298,2323,0.1,0.25,30,true,60,48,30,false,18,18,false,,,
299,2324,0.1,0.25,30,false,,,,false,,,,,,
300,2325,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
301,2326,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
302,2327,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
303,2328,0.1,0.25,30,true,40,28,10,false,-2,2,true,,,
304,2329,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
305,2330,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
306,2331,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
307,2332,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
308,2333,0.1,0.25,30,true,30,19,0,false,-11,11,false,,,
309,2334,0.1,0.25,30,false,,,,false,,,,,,
310,2335,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
311,2336,0.1,0.25,30,true,50,36,20,false,6,6,false,,,
312,2337,0.1,0.25,30,true,60,39,30,false,9,9,false,,,
313,2338,0.1,0.25,30,true,30,21,0,false,-9,9,false,,,
314,2339,0.1,0.25,30,true,30,21,0,false,-9,9,false,,,
315,2340,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
316,2341,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
317,2342,0.1,0.25,30,true,50,30,20,false,0,0,true,,,
318,2343,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
319,2344,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
320,2345,0.1,0.25,30,true,60,52,30,false,22,22,false,,,
321,2346,0.1,0.25,30,true,50,33,20,false,3,3,true,,,
322,2347,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
323,2348,0.1,0.25,30,true,60,29,30,false,-1,1,true,,,
324,2349,0.1,0.25,30,true,40,25,10,false,-5,5,false,,,
325,2350,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
326,2351,0.1,0.25,30,true,50,39,20,false,9,9,false,,,
327,2352,0.1,0.25,30,true,60,46,30,false,16,16,false,,,
328,2353,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
329,2354,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
330,2355,0.1,0.25,30,true,50,35,20,false,5,5,false,,,
331,2356,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
332,2357,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
333,2358,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
334,2359,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
335,2360,0.1,0.25,30,true,50,34,20,false,4,4,false,,,
336,2361,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
337,2362,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
338,2363,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
339,2364,0.1,0.25,30,true,20,12,-10,true,-18,18,false,,,
340,2365,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
341,2366,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
342,2367,0.1,0.25,30,true,60,27,30,false,-3,3,true,,,
343,2368,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
344,2369,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
345,2370,0.1,0.25,30,true,50,27,20,false,-3,3,true,,,
346,2371,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
347,2372,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
348,2373,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
349,2374,0.1,0.25,30,true,50,24,20,false,-6,6,false,,,
350,2375,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
351,2376,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
352,2377,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
353,2378,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
354,2379,0.1,0.25,30,true,60,48,30,false,18,18,false,,,
355,2380,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
356,2381,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
357,2382,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
358,2383,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
359,2384,0.1,0.25,30,true,50,33,20,false,3,3,true,,,
360,2385,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
361,2386,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
362,2387,0.1,0.25,30,true,50,40,20,false,10,10,false,,,
363,2388,0.1,0.25,30,true,50,23,20,false,-7,7,false,,,
364,2389,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
365,2390,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
366,2391,0.1,0.25,30,true,40,28,10,false,-2,2,true,,,
367,2392,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
368,2393,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
369,2394,0.1,0.25,30,true,60,40,30,false,10,10,false,,,
370,2395,0.1,0.25,30,true,60,18,30,false,-12,12,false,,,
371,2396,0.1,0.25,30,true,30,20,0,false,-10,10,false,,,
372,2397,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
373,2398,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
374,2399,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
375,2400,0.1,0.25,30,true,60,43,30,false,13,13,false,,,
376,2401,0.1,0.25,30,false,,,,false,,,,,,
377,2402,0.1,0.25,30,true,50,32,20,false,2,2,true,,,
378,2403,0.1,0.25,30,true,40,31,10,false,1,1,true,,,
379,2404,0.1,0.25,30,true,40,30,10,false,0,0,true,,,
380,2405,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
381,2406,0.1,0.25,30,true,40,34,10,false,4,4,false,,,
382,2407,0.1,0.25,30,true,50,41,20,false,11,11,false,,,
383,2408,0.1,0.25,30,true,50,32,20,false,2,2,true,,,
384,2409,0.1,0.25,30,true,20,14,-10,true,-16,16,false,,,
385,2410,0.1,0.25,30,true,50,28,20,false,-2,2,true,,,
386,2411,0.1,0.25,30,true,50,38,20,false,8,8,false,,,
387,2412,0.1,0.25,30,true,50,37,20,false,7,7,false,,,
388,2413,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
389,2414,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
390,2415,0.1,0.25,30,true,40,33,10,false,3,3,true,,,
391,2416,0.1,0.25,30,true,30,23,0,false,-7,7,false,,,
392,2417,0.1,0.25,30,true,60,45,30,false,15,15,false,,,
393,2418,0.1,0.25,30,true,50,42,20,false,12,12,false,,,
394,2419,0.1,0.25,30,true,40,29,10,false,-1,1,true,,,
395,2420,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
396,2421,0.1,0.25,30,true,40,32,10,false,2,2,true,,,
397,2422,0.1,0.25,30,true,50,43,20,false,13,13,false,,,
398,2423,0.1,0.25,30,true,50,37,20,false,7,7,false,,,
399,2424,0.1,0.25,30,true,20,13,-10,true,-17,17,false,,,
400,2425,0.1,0.25,30,true,20,11,-10,true,-19,19,false,,,
401,2426,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
402,2427,0.1,0.25,30,true,30,24,0,false,-6,6,false,,,
403,2428,0.1,0.25,30,true,30,22,0,false,-8,8,false,,,
