n_reps,completed_reps,completed,true_theta1,true_theta2,true_t_star,p_effect_threshold,guard_days,analysis_every,min_analysis_day,stop_after_detection,track_timing,tau_tolerance,detection_rate,false_alarm_rate,median_detection_delay,median_abs_tau_error,tau_within_tolerance_rate,started_at,finished_at,total_elapsed_seconds,avg_elapsed_seconds_per_rep
1000,1000,true,0.1,0.15,45,0.7,6,10,20,true,false,3,0.667,0.452,-5.0,15.0,0.12143928035982009,2026-08-09T11:07:09.397,2026-08-09T12:17:06.163,4196.188999891281,4.196188999891281
