n_reps,completed_reps,completed,true_theta1,true_theta2,true_t_star,p_effect_threshold,guard_days,analysis_every,min_analysis_day,stop_after_detection,track_timing,tau_tolerance,detection_rate,false_alarm_rate,median_detection_delay,median_abs_tau_error,tau_within_tolerance_rate,started_at,finished_at,total_elapsed_seconds,avg_elapsed_seconds_per_rep
50,50,true,0.15,0.25,30,0.7,4,10,20,true,false,3,0.98,0.24,10.0,5.0,0.22448979591836735,2026-06-18T12:28:00.531,2026-06-18T13:51:45.452,5024.8730001449585,100.49746000289917
