true_theta1,true_theta2,true_t_star,n_reps,detected_count,detection_rate,detection_rate_se,detection_rate_ci_lower,detection_rate_ci_upper,false_alarm_count,false_alarm_rate,false_alarm_rate_se,false_alarm_rate_ci_lower,false_alarm_rate_ci_upper,median_detection_delay,median_abs_tau_error,tau_tolerance,tau_within_count,tau_within_tolerance_rate,tau_within_tolerance_rate_se,tau_within_tolerance_rate_ci_lower,tau_within_tolerance_rate_ci_upper
0.1,0.15,15,1000,797,0.797,0.012719709116170855,0.7720693701323051,0.8219306298676949,0,0.0,0.0,0.0,0.0,25.0,10.0,5,231,0.28983688833124216,0.01607040135984884,0.2583389016659384,0.3213348749965459
0.1,0.15,30,1000,714,0.714,0.014289996501049257,0.6859916068579435,0.7420083931420565,159,0.159,0.011563693181678594,0.13633516136390997,0.18166483863609004,10.0,12.0,5,161,0.22549019607843138,0.015639691638684568,0.19483640046660963,0.25614399169025315
0.1,0.15,45,1000,667,0.667,0.01490338887635963,0.6377893578023351,0.6962106421976649,452,0.452,0.015738360778683402,0.42115281287378054,0.4828471871262195,-5.0,15.0,5,106,0.15892053973013492,0.01415616488216144,0.1311744565610985,0.18666662289917135
0.1,0.2,15,1000,981,0.981,0.004317290817167639,0.9725381099983514,0.9894618900016485,0,0.0,0.0,0.0,0.0,15.0,8.0,5,310,0.3160040774719674,0.014843577896988088,0.28691066479387073,0.3450974901500641
0.1,0.2,30,1000,873,0.873,0.010529529904036551,0.8523621213880883,0.8936378786119117,160,0.16,0.01159310139695155,0.13727752126197496,0.18272247873802505,10.0,11.0,5,224,0.2565864833906071,0.014781720698812307,0.22761431082093497,0.2855586559602792
0.1,0.2,45,1000,691,0.691,0.014612289348353324,0.6623599128772274,0.7196400871227725,430,0.43,0.015655669899432602,0.3993148869971121,0.4606851130028879,-5.0,13.0,5,142,0.20549927641099855,0.015371394665378752,0.17537134286685618,0.23562720995514091
0.1,0.25,15,1000,994,0.994,0.002442130217658347,0.9892134247733896,0.9987865752266104,0,0.0,0.0,0.0,0.0,15.0,6.0,5,438,0.44064386317907445,0.01574689292663007,0.4097799530428795,0.4715077733152694
0.1,0.25,30,1000,946,0.946,0.0071473071852271785,0.9319912779169547,0.9600087220830452,154,0.154,0.011414201680362931,0.13162816470648864,0.17637183529351136,10.0,8.0,5,334,0.35306553911205074,0.01553861262290769,0.3226098583711517,0.3835212198529498
0.1,0.25,45,1000,747,0.747,0.013747399754135324,0.7200550964818948,0.7739449035181052,445,0.445,0.015715438269421567,0.41419774099193374,0.4758022590080663,-5.0,13.0,5,162,0.21686746987951808,0.01507837491499247,0.18731385504613285,0.2464210847129033
