analysis_day,n_observations,detected,elapsed_seconds,theta1_median,theta2_median,theta_diff_median,tau_median,tau_map,tau_q025,tau_q975,p_positive_effect,p_tau_near_truth,accepted_rate,rep,seed,true_theta1,true_theta2,true_t_star
20,10,false,,0.12158844582034846,0.13170234920624505,0.012524463930163404,11,1,1.0,19.0,0.5283592167454423,0.41255908170155303,0.2794,1,2026,0.1,0.2,15
30,15,false,,0.13796810240353113,0.14602634940781872,0.013348673997684996,14,2,1.0,28.0,0.534477279949158,0.19796631712742294,0.2966,1,2026,0.1,0.2,15
40,20,false,,0.14714237136693276,0.1746145645772326,0.043444576933165086,30,34,2.0,39.0,0.6324734446130501,0.1298937784522003,0.262,1,2026,0.1,0.2,15
50,25,true,,0.16466287895069665,0.22696369209897535,0.08287791642582845,38,47,1.0,48.0,0.7437367944461213,0.03259885300332025,0.2284,1,2026,0.1,0.2,15
20,10,false,,0.12125513665712326,0.16868693210638808,0.066337500035915,13,17,1.0,19.0,0.6318537859007833,0.49510443864229764,0.3004,2,2027,0.1,0.2,15
30,15,false,,0.12457386752073313,0.49178629127641527,0.3762388613841685,25,26,3.0,29.0,0.8434237995824635,0.1186499652052888,0.2818,2,2027,0.1,0.2,15
40,20,true,,0.1487361226551903,0.22755197183121673,0.08402268667246097,27,33,7.0,39.0,0.7612342720191732,0.13211503894547633,0.2684,2,2027,0.1,0.2,15
20,10,false,,0.10962496919321942,0.41156155734602284,0.30208625124219546,15,17,1.0,19.0,0.7673860911270983,0.5378554299417608,0.2862,3,2028,0.1,0.2,15
30,15,false,,0.11442526138707221,0.4255102473882736,0.31404991958769113,25,26,6.0,29.0,0.8046820405310972,0.1310272536687631,0.293,3,2028,0.1,0.2,15
40,20,false,,0.13222535655551998,0.16517057105556415,0.055552730544688574,25,2,1.0,39.0,0.6083892617449664,0.049664429530201344,0.2694,3,2028,0.1,0.2,15
50,25,false,,0.13964251357359372,0.44122408611368097,0.3064061260181413,45,46,31.0,49.0,0.9053872053872054,0.0,0.229,3,2028,0.1,0.2,15
60,30,true,,0.14588267915561806,0.3442935765375736,0.19951093383344312,48,49,33.224999999999994,56.0,0.9616393442622951,0.0,0.1652,3,2028,0.1,0.2,15
20,10,false,,0.12856818559325806,0.1608859060931385,0.03602486039223596,12,15,1.0,19.0,0.566174159069475,0.4690348946872053,0.3106,4,2029,0.1,0.2,15
30,15,false,,0.1426220417709443,0.20690472035690238,0.09035669393532378,24,26,2.0,29.0,0.6802656546489564,0.10879190385831752,0.2804,4,2029,0.1,0.2,15
40,20,false,,0.1641273824518424,0.1717134745867962,0.006705940961399343,11,4,1.0,33.0,0.5236437481868291,0.21496953872932986,0.2656,4,2029,0.1,0.2,15
50,25,true,,0.1635977236410781,0.24399845657957583,0.09630621762330649,33,44,10.0,49.0,0.7879640044994376,0.1372328458942632,0.2532,4,2029,0.1,0.2,15
20,10,false,,0.089437647462028,0.6474639335288171,0.5511204434813332,15,15,4.0,19.0,0.8804347826086957,0.7673233695652174,0.2996,5,2030,0.1,0.2,15
30,15,false,,0.11766972903931401,0.16117567340646372,0.06115452877173401,16,22,1.0,29.0,0.6273271276595744,0.19448138297872342,0.2958,5,2030,0.1,0.2,15
40,20,true,,0.13194143614425363,0.19501771889914263,0.08826802443933832,25,31,3.0,38.0,0.7261046693826386,0.0996552804763397,0.2752,5,2030,0.1,0.2,15
20,10,false,,0.12488057891864163,0.3262141354037825,0.20181308569856027,15,16,3.0,19.0,0.8008104738154613,0.6842269326683291,0.3094,6,2031,0.1,0.2,15
30,15,false,,0.13501204105969936,0.16823426323454319,0.049497057444750636,17,24,1.0,29.0,0.6146057072721693,0.20834611844123965,0.3064,6,2031,0.1,0.2,15
40,20,true,,0.1542891101864756,0.1960599986570624,0.07485828132381037,17,35,3.0,38.0,0.7152858809801633,0.2012835472578763,0.2724,6,2031,0.1,0.2,15
20,10,false,,0.12539632728637984,0.13664832396158103,0.017182585417430896,12,16,1.0,19.0,0.5332464146023468,0.4817470664928292,0.2846,7,2032,0.1,0.2,15
30,15,false,,0.13213459788807452,0.20167952210226858,0.08784139635245578,21,25,1.0,29.0,0.6842270304170587,0.16807776732518032,0.2726,7,2032,0.1,0.2,15
40,20,true,,0.14679324374656544,0.3853908058442854,0.24952617463790977,32,34,3.0,39.0,0.8591461514490496,0.07416640698036772,0.262,7,2032,0.1,0.2,15
20,10,false,,0.12260890111587029,0.13516381192914328,0.018540564861177875,12,18,2.0,19.0,0.5318943298969072,0.46198453608247425,0.3104,8,2033,0.1,0.2,15
30,15,false,,0.611742632232736,0.10520763318938156,-0.5169404200476314,2,1,1.0,28.0,0.15810276679841898,0.02806324110671937,0.1962,8,2033,0.1,0.2,15
40,20,false,,0.15142253959137936,0.14800079296935303,0.003919849547039056,12,3,1.0,38.0,0.5062417871222076,0.1478318002628121,0.2536,8,2033,0.1,0.2,15
50,25,true,,0.13827178627501271,0.20164822779314326,0.09677298789883759,22,18,3.0,48.0,0.8115006150061501,0.1875768757687577,0.2266,8,2033,0.1,0.2,15
20,10,false,,0.11808732151558127,0.2267432333927856,0.12836566316699916,15,17,1.0,19.0,0.7127486142810564,0.6237365503749592,0.2882,9,2034,0.1,0.2,15
30,15,false,,0.13789940107621382,0.19211714634711502,0.08697274771968588,17,24,1.6749999999999972,29.0,0.6771463119709794,0.14993954050785974,0.3002,9,2034,0.1,0.2,15
40,20,true,,0.1580445844283375,0.3475920898140681,0.20049649025077995,33,35,9.0,39.0,0.8203057398327084,0.057975194692818,0.2528,9,2034,0.1,0.2,15
20,10,false,,0.13063677549385846,0.11340166754482436,-0.021503033672685037,9,7,1.0,18.0,0.45542635658914726,0.3168604651162791,0.2978,10,2035,0.1,0.2,15
30,15,false,,0.11994213032724278,0.16449613686863956,0.07453920965987047,22,26,2.0,29.0,0.6628339533310788,0.10990869124112276,0.2822,10,2035,0.1,0.2,15
40,20,false,,0.14349293993051918,0.20343575106961623,0.07964781305856888,29,34,2.0,39.0,0.6689720213769255,0.05187048098082364,0.2624,10,2035,0.1,0.2,15
50,25,true,,0.15857649973482404,0.24057321746644686,0.1315032483134666,36,3,1.0,49.0,0.7263124199743918,0.03617157490396927,0.231,10,2035,0.1,0.2,15
20,10,true,,0.1322612932036711,0.31778344691531474,0.20155081707743447,14,16,1.0,19.0,0.7258899676375404,0.5601941747572815,0.2912,11,2036,0.1,0.2,15
