n_reps,completed_reps,completed,true_theta1,true_theta2,true_t_star,p_effect_threshold,guard_days,analysis_every,min_analysis_day,stop_after_detection,track_timing,tau_tolerance,detection_rate,false_alarm_rate,median_detection_delay,median_abs_tau_error,tau_within_tolerance_rate,started_at,finished_at,total_elapsed_seconds,avg_elapsed_seconds_per_rep
20,20,true,0.15,0.25,30,0.7,6,10,20,true,false,3,0.95,0.0,20.0,8.0,0.3157894736842105,2026-07-27T08:43:59.621,2026-07-27T09:16:57.959,1978.2360000610352,98.91180000305175
