n_reps,completed_reps,completed,true_theta1,true_theta2,true_t_star,p_effect_threshold,guard_days,analysis_every,min_analysis_day,stop_after_detection,track_timing,tau_tolerance,detection_rate,false_alarm_rate,median_detection_delay,median_abs_tau_error,tau_within_tolerance_rate,started_at,finished_at,total_elapsed_seconds,avg_elapsed_seconds_per_rep
1000,1000,true,0.1,0.25,30,0.7,6,10,20,true,false,3,0.946,0.154,10.0,8.0,0.2568710359408034,2026-08-10T21:04:11.826,2026-08-10T22:07:52.856,3821.0299999713898,3.82102999997139
